"source","Item (EN)","Category/Department (EN)","Description (EN)","Variant Name"
"Zima-pet care","BELCANDO ADULT ACTIVE 12.5 KG","Pet Dry Food","DESCRIPTION
 Belcando Adult Active is a top-tier dry dog food specially designed for highly active and working dogs. Packed with high-quality ingredients, this 12.5kg bag offers optimal nutrition to support your dog’s energy levels, muscle mass, and overall vitality. Whether your dog is a sport enthusiast, a working companion, or simply leads an active lifestyle, Belcando Adult Active ensures they get the best balance of nutrients they need to thrive.
 Key Features:🐾
 
 
 
 High-Quality Protein: Formulated with premium animal proteins, including chicken and turkey, to support muscle growth, repair, and overall health.
 
 
 
 Energy Boost: Rich in energy-boosting ingredients like fats and carbohydrates, perfect for dogs with higher activity levels, ensuring they stay active and alert throughout the day.
 
 
 
 Tailored for Active Dogs: Ideal for working dogs, sporting dogs, or those with a high level of exercise, providing sustained energy without the risk of weight gain.
 
 
 
 Digestive Health: Enriched with prebiotics and fibers to promote healthy digestion and a balanced gut flora.
 
 
 
 Optimal Coat &amp; Skin Health: Omega-3 and Omega-6 fatty acids ensure a shiny coat and healthy skin.
 
 
 Give your active dog the premium, balanced nutrition they deserve with Belcando Adult Active. This expertly crafted dog food helps your furry friend maintain peak performance while supporting their long-term health.
 
 Buy Now and fuel your dog’s active lifestyle with Belcando’s high-performance nutrition!
 الوصف
 
 يعد طعام Belcando Adult Active من أفضل أنواع الطعام الجاف للكلاب، وهو مصمم خصيصًا للكلاب النشطة للغاية والعاملة. يحتوي هذا الكيس الذي يبلغ وزنه 12.5 كجم على مكونات عالية الجودة، ويوفر التغذية المثالية لدعم مستويات الطاقة والكتلة العضلية والحيوية العامة لكلبك. سواء كان كلبك من عشاق الرياضة أو رفيقًا في العمل أو ببساطة يعيش نمط حياة نشطًا، فإن Belcando Adult Active يضمن حصوله على أفضل توازن بين العناصر الغذائية التي يحتاجها للازدهار.
 الميزات الرئيسية: 🐾
 
 بروتين عالي الجودة: تم تركيبه باستخدام بروتينات حيوانية ممتازة، بما في ذلك الدجاج والديك الرومي، لدعم نمو العضلات وإصلاحها والصحة العامة.
 معزز للطاقة: غني بمكونات معززة للطاقة مثل الدهون والكربوهيدرات، وهو مثالي للكلاب ذات مستويات النشاط الأعلى، مما يضمن بقائها نشطة ومنتبهة طوال اليوم.
 مخصص للكلاب النشطة: مثالي للكلاب العاملة أو الكلاب الرياضية أو تلك التي تمارس التمارين الرياضية بمستوى عالٍ، مما يوفر طاقة مستدامة دون خطر زيادة الوزن.صحة الجهاز الهضمي: غني بالبريبايوتكس والألياف لتعزيز الهضم الصحي وتوازن البكتيريا المعوية.صحة مثالية للفراء والجلد: تضمن أحماض أوميجا 3 وأوميجا 6 الدهنية فراءً لامعًا وبشرة صحية.امنح كلبك النشط التغذية الممتازة والمتوازنة التي يستحقها مع Belcando Adult Active. يساعد طعام الكلاب هذا المصنوع بخبرة صديقك الفروي على الحفاظ على الأداء الأقصى مع دعم صحته على المدى الطويل.اشتر الآن وغذِّ نمط حياة كلبك النشط بتغذية Belcando عالية الأداء!",""
"Zima-pet care","Alpha Dry Food For Cat 1Kg","Pet Dry Food","Description:
 Treat your feline friend to a nutritious and delicious meal with Alpha Dry Food for Cats. Specially formulated to support your cat’s health and well-being, this premium dry food provides a balanced diet with high-quality ingredients, ensuring your cat stays happy, healthy, and energized.
 
 Key Features:🐾
 
 
 
 
 High-Quality Protein: Packed with real chicken or fish, Alpha Dry Food delivers essential proteins to support muscle growth, energy levels, and overall vitality for your cat.
 
 
 
 Complete &amp; Balanced Nutrition: Designed to meet the nutritional needs of adult cats, this formula includes vitamins, minerals, and antioxidants to support a strong immune system and optimal health.
 
 
 
 Supports Healthy Digestion: Contains fiber and prebiotics to promote healthy digestion and help maintain a balanced gut, reducing the risk of digestive issues.
 
 
 
 Shiny Coat &amp; Healthy Skin: Enriched with omega-3 and omega-6 fatty acids, this dry food helps support healthy skin and a shiny coat, keeping your cat looking and feeling great.
 
 
 
 No Artificial Additives: Free from artificial colors, flavors, and preservatives, so you can trust that your cat is getting a wholesome, natural meal.
 
 
 
 Convenient 1kg Size: Perfect for smaller households or to try out a new food option, this 1kg pack offers easy storage and portion control.
 
 
 
 Why Choose Alpha Dry Food for Cats?🐾
 
 
 
 Promotes overall health and well-being
 
 
 Delicious taste your cat will love
 
 
 Helps maintain a healthy weight with controlled fat levels
 
 
 Supports urinary tract health and reduces the risk of obesity
 
 
 
 Give Your Cat the Best with Alpha Dry Food - The perfect choice for nourishing your furry companion every day.
 Order Now and Keep Your Cat Purring with Delight!
 الوصف:🐾
 
 دلل صديقك القطط بوجبة مغذية ولذيذة مع طعام ألفا الجاف للقطط. تم تركيبه خصيصًا لدعم صحة قطتك ورفاهيتها، يوفر هذا الطعام الجاف الممتاز نظامًا غذائيًا متوازنًا بمكونات عالية الجودة، مما يضمن بقاء قطتك سعيدة وصحية وحيوية.
 
 الميزات الرئيسية: 🐾
 
 بروتين عالي الجودة: يحتوي طعام ألفا الجاف على دجاج أو سمك حقيقي، ويوفر البروتينات الأساسية لدعم نمو العضلات ومستويات الطاقة والحيوية العامة لقطتك.
 تغذية كاملة ومتوازنة: مصمم لتلبية الاحتياجات الغذائية للقطط البالغة، تتضمن هذه التركيبة الفيتامينات والمعادن ومضادات الأكسدة لدعم جهاز المناعة القوي والصحة المثلى.
 يدعم الهضم الصحي: يحتوي على الألياف والبريبايوتكس لتعزيز الهضم الصحي والمساعدة في الحفاظ على الأمعاء المتوازنة، مما يقلل من خطر مشاكل الجهاز الهضمي.
 فراء لامع وبشرة صحية: غني بأحماض أوميجا 3 وأوميجا 6 الدهنية، يساعد هذا الطعام الجاف في دعم صحة الجلد وفراء لامع، مما يجعل قطتك تبدو وتشعر بالروعة.لا يحتوي على إضافات صناعية: خالٍ من الألوان والنكهات والمواد الحافظة الصناعية، لذا يمكنك الوثوق في أن قطتك تحصل على وجبة طبيعية صحية.حجم مناسب 1 كجم: مثالي للأسر الصغيرة أو لتجربة خيار طعام جديد، توفر هذه العبوة التي تزن 1 كجم تخزينًا سهلاً والتحكم في الحصص.
 
 لماذا تختار طعام ألفا الجاف للقطط؟🐾
 
 يعزز الصحة العامة والرفاهيةطعم لذيذ ستحبه قطتكيساعد في الحفاظ على وزن صحي مع مستويات دهون محكومةيدعم صحة المسالك البولية ويقلل من خطر السمنةامنح قطتك الأفضل مع طعام ألفا الجاف - الخيار الأمثل لتغذية رفيقك الفروي كل يوم.اطلب الآن واجعل قطتك تخرخر بسعادة!",""
"Zima-pet care","Automatic Dog Water Fountain","Pet Feeders & Bowels","Smart Pet Drinking Fountain Dimensions:",""
"Zima-pet care","Backbag For Cats","Pet Carriers & Travel Boxes","Large space not crowdedsuitable for many cats, fat cats , dogs","Yellow"
"Zima-pet care","Ambrosia For Dog Puppy Chicken & Fresh Fish All Breeds 6 Kg","Puppy","Ambrosia For Dog Puppy Chicken &amp; Fresh Fish All Breeds 6Kg
 Our puppy / growth recipe features a smaller kibble, fit for mini or medium breeds.
 AMBROSIA Chicken and Fresh Fish is a holistic, hypoallergic grain-free food, combining digestible protein from carefully selected fresh fish with high nutritional chicken protein and added broccoli, spinach, cranberries and blueberries.
 It is a human grade standard food with high nutritional value, exceptional for the puppy / growth life stage of mini or medium sized dogs. The combination of chicken with an array of fresh fish and herbs exudes a unique aroma that dogs simply adore.",""
"Zima-pet care","Amil Care Shampoo Foor Dog Puppy - Cotton Candy . 1L","Grooming Products For Dogs","",""
"Zima-pet care","Ambrosia Dry Food With Turkey And Duck For Adult Dogs 2 Kg","Pet Dry Food","Our Ambrosia Fresh Turkey &amp; Duck recipe combines two poultry protein sources deriving from fresh turkey fillets along with dehydrated duck. Fresh Turkey &amp; Duck recipe comes in a medium sized kibble ideal for all breeds of dogs.",""
"Zima-pet care","ANI Flea & Insect Cat Collar - Authentic","Flea & Tick For Cats","High quality and authentic, to international standard specifications",""
"Zima-pet care","Aleef Dry Food Adult Dog Large Breeds 20 Kg","Pet Dry Food","Description:
 Give your large breed dog the nourishment they deserve with Aleef Dry Food for Adult Dogs – Large Breeds 20kg. Specially formulated to meet the unique dietary needs of larger dogs, this premium dog food provides balanced nutrition, supports healthy joints, and ensures your dog stays active, happy, and healthy. With high-quality ingredients and essential nutrients, it’s the perfect choice for dogs with bigger appetites and greater nutritional demands.
 Key Features:🐾
 
 
 
 
 Tailored for Large Breeds: Aleef Dry Food is specially crafted to meet the needs of large breed adult dogs, ensuring they receive optimal nutrition for their size and energy levels.
 
 
 
 High-Quality Protein: Packed with premium sources of protein, this formula supports muscle maintenance, repair, and overall growth for your dog’s large frame.
 
 
 
 Joint &amp; Bone Health: Fortified with glucosamine and chondroitin, Aleef provides essential support for joint health, which is crucial for large breeds prone to joint issues.
 
 
 
 Balanced Nutrition: Complete with vitamins, minerals, and omega fatty acids, Aleef promotes healthy skin, a shiny coat, and a strong immune system.
 
 
 
 Digestive Health: The high-quality fibers in this formula support digestive health, ensuring your dog enjoys better absorption and smoother digestion.
 
 
 
 No Artificial Additives: Aleef is free from artificial preservatives, colors, and flavors, giving your dog a natural, wholesome diet they’ll love.
 
 
 Why Choose Aleef Dry Food for Adult Dogs – Large Breeds 20kg?🐾
 
 Large breed dogs have unique nutritional needs that require a formula designed to provide them with sustained energy and the proper nutrients to maintain their weight, muscle mass, and overall health. Aleef Dry Food is made with these specific needs in mind, offering a perfect balance of protein, fat, and fiber. It’s the right choice for owners who want to give their dogs premium nutrition and great taste.
 Benefits:🐾
 
 
 
 
 Healthy Weight Management: With precise calorie control, Aleef helps prevent overeating and obesity, which is crucial for large breeds.
 
 
 
 Promotes Lean Muscle Mass: The high-quality protein helps support lean muscle development, ensuring your dog remains strong and active.
 
 
 
 Long-Lasting Energy: The blend of complex carbohydrates and fats provides a steady release of energy throughout the day, keeping your large dog energized for play, exercise, and fun.
 
 
 
 Healthy Skin and Coat: Omega fatty acids and natural oils help maintain healthy skin and a glossy coat, even for the most active dogs.
 
 
 
 Natural Ingredients: Made with real meat, whole grains, and natural vegetables, providing a nutritious and delicious meal your dog will love.
 
 
 Give your large breed dog the best with Aleef Dry Food for Adult Dogs – Large Breeds 20kg. Keep them strong, healthy, and happy for years to come with a balanced diet that supports their size, energy, and well-being.
 
 For best results, always provide fresh water alongside the meal and adjust the serving size based on your dog’s weight and activity level.
 
 
 
 Analytical constituents
 
 
 Protein (Min)
 26.0%
 
 
 Fat content (Min)
 13.0%
 
 
 Crude ash (Max)
 6.6%
 
 
 Crude fiber (Max)
 4.0%
 
 
 Calcium
 1.3%
 
 
 Phosphorus
 0.95%
 
 
 Metabolizable Energy (Min)
 3500 k.cal/ kg",""
"Zima-pet care","AK Pet Cave Style Beds (Large)","Pet Accessories","",""
"Zima-pet care","ARION Original Derma 32/19 Salmon 7.5Kg","Pet Dry Food","ARION Original Derma 32/19 contains increased levels of omega3 and omega6 fatty acids. The optimal balance between unsaturated fatty acids contributes to perfect skin and coat.",""
"Zima-pet care","Bavaro Force 28/16 18Kg","Newest Products","With its high energy content, Bavaro Force 28/16 is the ideal food for dogs doing the most physically demanding work. We also recommend Bavaro Force 28/16 for rearing young dogs from 2 months on. Packaging size: 18 kg Ingredients Complete feed for growing and adult dogs. Composition: cereals; meat and animal by-products; oils and fats; vegetable by-products; minerals. ANALYTICAL CONSTITUENTS: Protein % 28 Fat content % 16 Crude fibre % 2 Crude ash % 6.3 Calcium % 1.3 Phosphorus % 0.9",""
"Zima-pet care","Araton Cat Dray Food Sterilized Adult 1.5Kg","Pet Dry Food","dehydrated poultry meat 24%, maize, triticale, maize gluten, wheat bran, poultry fat, hydrolysed chicken liver, sugar beet pulp.
 Additives / 1 kg: Food additives: vitamin A(3a672a) – 15000 IU, vitamin D3 (3a671) – 1500 IU, vitamin E (3a700) – 360 mg, iron sulfate (II)(3b103) – 37.5 mg, anhydrous calcium iodide (3b202) – 1.13 mg, copper (II) sulfate pentahydrate (3b405) – 3.75 mg, manganese sulfate monohydrate (3b503) – 15 mg, zinc sulfate monohydrate (3b605) – 67.5 mg, sodium selenite (3b801) – 0.075 mg, taurine (3a370) – 750 mg. Technological additives: antioxidants, preservatives.
 Analytical ingredients:
 crude proteins 32%, crude oils and fats 10%, crude ash – 6.5%, crude fibers – 2%, calcium – 0.98%, phosphorus – 0.85%.",""
"Zima-pet care","Ambiance Super White Clumping Litter Marselia Soap Scented 5L","Litter For Cats","Super White ",""
"Zima-pet care","Backbag For Cats","Pet Carriers & Travel Boxes","Large space not crowdedsuitable for many cats, fat cats , dogs","simon"
"Zima-pet care"," Great for preventing boredom and destructive behavior.","","",""
"Zima-pet care","Basic Stainless Bowl","Pet Feeders & Bowels","Stainless plate","36 cm"
"Zima-pet care","Araton Junior All Breeds (3Kg / 15 Kg)","Newest Products","COMPLETE AND BALANCED DRY FOOD FOR PUPPIES OF ALL BREEDS
 A feed enriched with animal proteins that provide the energy needed for your dog's healthy growth.
 A balanced ratio of calcium and phosphorous can help ensure suitable bone and teeth development.
 A feed enriched with animal proteins that provide the energy needed for your dog's healthy growth.
 COMPOSITION:
 dehydrated poultry meat, maize, triticale, wheat bran, poultry fat, meat meal, hydrolyzed chicken liver, maize gluten, sugar beet pulp, brewer's yeast.
 ADDITIVES/1KG:
 Nutritional additives: vitamin A (3a672a) - 18000 IU, vitamin D₃ (3a671) - 1500 IU, vitamin E (3a700) - 180 mg, iron(II) sulphate monohydrate (3b103) - 50 mg, calcium iodate anhydrous (3b202) - 1,5 mg, copper(II) sulphate pentahydrate (3b405) - 5 mg, manganous sulphate monohydrate (3b503) - 20 mg, zinc sulphate monohydrate (3b605) - 90 mg, sodium selenite (E8) - 0,1 mg.Technological additives: antioxidants, preservatives.
 ANALYTICAL CONSTITUENTS:
 crude protein - 25%, crude oils and fats - 12%, crude ash - 6,7%, crude fibres - 2,5%, calcium - 1,4%, phosphorus - 1,15%.
 FEEDING INSTRUCTIONS:
 serve the food dry. Clean, fresh water should be available at all times.
 FEEDING GUIDE:
 see table. The amount presented in table are guidelines only and should be adapted according to individual dog needs.","3kg"
"Zima-pet care","  Natural Bentonite","","",""
"Zima-pet care","Backbag For Cats","Pet Carriers & Travel Boxes","Large space not crowdedsuitable for many cats, fat cats , dogs","Purple"
"Zima-pet care","Araton Junior All Breeds (3Kg / 15 Kg)","Newest Products","COMPLETE AND BALANCED DRY FOOD FOR PUPPIES OF ALL BREEDS
 A feed enriched with animal proteins that provide the energy needed for your dog's healthy growth.
 A balanced ratio of calcium and phosphorous can help ensure suitable bone and teeth development.
 A feed enriched with animal proteins that provide the energy needed for your dog's healthy growth.
 COMPOSITION:
 dehydrated poultry meat, maize, triticale, wheat bran, poultry fat, meat meal, hydrolyzed chicken liver, maize gluten, sugar beet pulp, brewer's yeast.
 ADDITIVES/1KG:
 Nutritional additives: vitamin A (3a672a) - 18000 IU, vitamin D₃ (3a671) - 1500 IU, vitamin E (3a700) - 180 mg, iron(II) sulphate monohydrate (3b103) - 50 mg, calcium iodate anhydrous (3b202) - 1,5 mg, copper(II) sulphate pentahydrate (3b405) - 5 mg, manganous sulphate monohydrate (3b503) - 20 mg, zinc sulphate monohydrate (3b605) - 90 mg, sodium selenite (E8) - 0,1 mg.Technological additives: antioxidants, preservatives.
 ANALYTICAL CONSTITUENTS:
 crude protein - 25%, crude oils and fats - 12%, crude ash - 6,7%, crude fibres - 2,5%, calcium - 1,4%, phosphorus - 1,15%.
 FEEDING INSTRUCTIONS:
 serve the food dry. Clean, fresh water should be available at all times.
 FEEDING GUIDE:
 see table. The amount presented in table are guidelines only and should be adapted according to individual dog needs.","15kg"
"Zima-pet care"," Designed for easy cleaning to maintain hygiene.","pink","",""
"Zima-pet care","Bear Harness&Leash","Pet Harnesses, Collars & Leashes","Cute Bear Harness and Leash for your pets","Pink"
"Zima-pet care"," METABOLIZABLE ENERGY","","",""
"Zima-pet care","Auto Nail Clipper","Pet Accessories","Description:
 Make nail trimming a breeze with the Auto Nail Clipper for Pets! This innovative pet grooming tool is designed for a quick, safe, and stress-free nail trimming experience. Whether you're a pet parent to a cat, dog, or other small pets, the Auto Nail Clipper ensures that grooming is efficient and hassle-free. Say goodbye to costly salon visits and hello to effortless nail care at home.
 
 Key Features:🐾
 
 
 
 Automatic Nail Detection: The auto nail detection feature ensures precision by automatically adjusting the cutting pressure based on your pet’s nail thickness, preventing over-cutting or injury.
 
 Safe and Comfortable: Designed with safety in mind, this pet nail clipper prevents painful nicks and cuts, making it perfect for both beginner and professional groomers.
 
 Ergonomic Design: The ergonomic handle offers a comfortable grip, making it easier to trim your pet’s nails without strain or discomfort.
 
 High-Quality Stainless Steel Blades: Equipped with durable stainless steel blades, this clipper guarantees a clean, smooth cut every time, ensuring the health of your pet’s nails.
 
 Quiet and Low-Vibration: This clipper operates with low noise and vibration, making it perfect for pets who are sensitive or anxious during grooming sessions.
 
 
 Why Choose Auto Nail Clipper?🐾
 
 
 
 Easy and Quick Grooming: Simplify the grooming process with an auto-detection feature that adjusts to your pet’s needs, making nail trimming faster and more efficient.
 
 Pain-Free Experience: Keep your pet comfortable and calm while cutting their nails, avoiding the stress often associated with traditional clippers.
 
 Suitable for All Pets: Ideal for cats, dogs, and other small animals, the Auto Nail Clipper is versatile and designed to accommodate pets of all sizes and nail types.
 
 Groom Your Pet with Confidence! With the Auto Nail Clipper, maintaining your pet’s nails is quick, safe, and easy. Avoid the hassle of manual clipping and ensure a smooth, stress-free grooming experience for both you and your pet",""
"Zima-pet care","A Popular Circular Ball Game","Pet Toys","Mental Stimulation:",""
"Zima-pet care","Alpha Dry Food For Cat 10Kg","Pet Dry Food","Description:
 Keep your cat healthy, strong, and satisfied with Alpha Dry Food for Cats in a generous 10kg size. Formulated to meet the nutritional needs of adult cats, this premium dry food provides a balanced diet, promoting overall health while ensuring your cat enjoys every meal. Whether for daily feeding or multi-cat households, this 10kg pack offers both convenience and great value!
 
 Key Features:🐾
 
 
 
 High-Quality Protein: Made with real chicken or fish, Alpha Dry Food is rich in animal-based protein to support lean muscle development, energy, and overall vitality for your cat.
 
 Complete &amp; Balanced Diet: Packed with essential vitamins, minerals, and taurine to promote a healthy heart, strong vision, and a robust immune system.
 
 Supports Healthy Digestion: Contains prebiotics and fiber to aid digestion, maintaining a balanced gut and reducing the likelihood of digestive upset.
 
 Shiny Coat &amp; Healthy Skin: Omega-3 and omega-6 fatty acids support a glossy coat and healthy skin, helping your cat look and feel its best.
 
 No Artificial Additives: Free from artificial colors, flavors, and preservatives, ensuring your cat gets only wholesome, natural ingredients.
 
 Convenient 10kg Size: Perfect for households with one or more cats, this larger 10kg bag provides long-lasting value and easy storage.
 
 
 Why Choose Alpha Dry Food for Cats?🐾
 
 
 Helps maintain a healthy weight and supports lean muscle mass
 Boosts overall immunity with a complete nutrient profile
 Promotes healthy teeth, gums, and digestive health
 Suitable for adult cats of all breeds and sizes
 
 Give Your Cat the Nutrition It Deserves with Alpha Dry Food – The perfect choice for everyday feeding, ensuring your cat gets the best in quality and taste.
 Order Now and Keep Your Cat Healthy and Happy with Alpha Dry Food!",""
"Zima-pet care","  Clumping Cat Litter","","",""
"Zima-pet care"," Great for preventing boredom and destructive behavior.","","",""
"Zima-pet care"," 19 * 19 * 17 cm","","",""
"Zima-pet care","  Clumping Cat Litter","","",""
"Zima-pet care"," Water capacity: 2.5 L","","",""
"Zima-pet care","Arion Fresh Adult Active 3 Kg","Dog Adult","Only the very best is good enough for your best friend forever. That’s why our nutritionists selected these high-quality ingredients and nutrients for your dog: meat and animal derivatives (of which 4% fresh chicken), cereals (of which 14% whole grain wheat), derivatives of vegetable origin (including nettle, gentian, marigold, chamomile, fennel), oils and fats, seeds (lin seed), minerals, yeast, L-Carnitin, glucosamine, chondroitin sulphate.",""
"Zima-pet care","Ball Teether 9.5Cm/809","Pet Toys","Shape: Designed in the shape of a dog or with dog-themed elements (like ears, a face, or a tail) combined with a ball shape for easy gripping.
 
 
 Material: Made from safe, non-toxic materials like silicone, BPA-free plastic, or natural rubber",""
"Zima-pet care","ARTU DOG ADALT BEEF 20KG","Pet Dry Food","AATU Beef is handcrafted in small batch recipes, naturally made without artificial colours, without artificial preservatives, without artificial flavours and without GM ingredients. The fresh and raw protein is pre-cooked using our “low &amp; slow”TM method to ensure efficient digestion of the meats.
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 Super-8
 Fruits, Vegetables, Herbs, Spices &amp; Botanicals provide nutrients vital for health and maintenance.
 
 
 Clean
 Made without artificial colours, artificial preservatives, artificial flavours and GM ingredients.
 
 
 Zero
 Grain, White Potato &amp; Gluten Free to minimizing allergic reactions.
 
 
 Probiotics
 Enterococcus Faecium as an aid in the establishment, maintenance and restoration of a balanced intestinal microbiota in dogs
 
 
 
 From an Ethically Awarded independently owned British company.
 Handcrafted in small batch recipes.
 Single Protein 80/20 diet to minimize allergic reactions.
 Freshly prepared, preservative free meat.
 Concentrated formula for lower maintenance feeding.
 For 1kg of finished product we use 2.5kg of raw ingredients.
 
  
 
 INGREDIENTS
 
 
 
 
 
 
 Composition
 Beef (66%), Dried Chicken (14%), Sweet Potato, Tapioca, Apple, Chickpeas, Peas, Minerals, Salmon Oil, Glucosamine 178mg/kg, Methylsulfonylmethane 178 mg/kg, Chondroitin 125 mg/kg, Lucerne, Cranberry, Pear, Blueberry, Mulberry, Orange, Bilberry, Cowberry, Carrot, Tomato, Chicory, Parsley, Peppermint, Spirulina, Seaweed, Oregano, Sage, Marjoram, Thyme, Chamomile, Rosehip, Stinging Nettle, Yucca, Marigold, Aniseed, Fenugreek, Cinnamon
 
 
 ANALYTICAL CONSTITUENTS
 Crude Protein 32%, Crude Fat 18%, Crude Fibres 2%, Crude Ash 7.6%, Omega-6 3.5%, Omega-3 0.4%",""
"Zima-pet care","Arion Cat Dry Food Adult Fit 2Kg","Pet Dry Food","Description:
 Keep your adult cat in peak condition with **Arion Cat Dry Food Adult Fit 2kg**, a complete and balanced formula designed to support your cat's health and vitality. Packed with high-quality proteins and essential nutrients, this premium dry food helps maintain lean muscle mass, healthy digestion, and overall well-being for your feline companion. 
 **Key Benefits:** 
 - **High-Quality Protein:** Supports muscle maintenance and energy levels - **Weight Management:** Balanced nutrition helps maintain ideal body condition - **Digestive Health:** Contains prebiotics and fiber for optimal digestion - **Shiny Coat:** Enriched with omega fatty acids for skin and coat health - **Dental Care:** Crunchy kibble helps reduce tartar buildup - **Complete Nutrition:** Formulated with essential vitamins and minerals 
 **Ideal For:** 
 - Adult cats (1-7 years) - Indoor cats needing weight management support - Active felines requiring balanced nutrition 
 **Why Choose Arion Cat Dry Food Adult Fit?** 
 Crafted with premium ingredients and scientifically balanced nutrition, Arion Cat Dry Food provides everything your adult cat needs in convenient 2kg packaging. The delicious taste cats love makes mealtime something to look forward to! 
 **Grab Your Bag Today!** 
 Give your cat the nutrition they deserve with Arion Cat Dry Food Adult Fit 2kg. Order now for a happier, healthier feline companion!",""
"Zima-pet care","Bars Insecticide Anti-Parasite For Dogs And Cats 20 Ml","Grooming Products For Dogs","Bars Insecticide Anti-Parasite For Dogs And Cats 20 Ml",""
"Zima-pet care","Arion Fresh Adult Small Breed 3Kg","Newest Products","Analysis:Protein 26%Fat 16%ash 7%fiber 2%Calcium 1.7%Phosphorus 1%Vitamin A 20,000 (I.U.)Vitamin D3 1,700 (I.U.)Iron 130 mg/kgCopper 16mg/kgZinc 180mg/kgManganese 9mg/kgIodine 3.5 mg/kgSelenium 0.25mg/kg",""
"Zima-pet care","Bear Harness&Leash","Pet Harnesses, Collars & Leashes","Cute Bear Harness and Leash for your pets","Yellow"
"Zima-pet care","Arion Growth Kitten 2 Kg","Kitten","A-Vitamin E672 (IE/kg) 23,000D3-Vitamin E671 (IE/kg) 1,850Vitamin E (mg/kg)K-3Vitamin (mg/kg)Vitamin B1 (mg/kg)Vitamin B2 (mg/kg)Vitamin B5 (mg/kg)Vitamin B6 (mg/kg)Vitamin PP (mg/kg)Vitamin B12 (mg/kg)Vitamin H (mg/kg)Folic acid (mg/kg)Vitamin C (mg/kg)Choline (mg/kg) 2,000β-Carotene (mg/kg) 0.85β-Glucans (mg/kg) 260Bentonite (mg/kg) 1,150Copper chelate E4 (mg/kg)Taurine (mg/kg) 5,000Iron E1 (mg/kg)Zinc chelate E6 (mg/kg)Diet E5 (mg/kg)Iodine E2 (mg/kg) 2.6Selenium E8 (mg/kg) 0.28Metabolic energy (kcal/kg) 4,000",""
"Zima-pet care","Automatic Water Fountain & Feeder","Pet Feeders & Bowels","【2 In 1 Bowl Cat Fountain】The cat water fountain with stainless steel bowls, which has a water capacity of 3 liters (100 oz) and 350g stainless steel food bowl. It is great for small to medium sized pets. Cat drinking fountain is made of quality PP resin, durable, and it's easy to operate and clean.
 【Flower Waterfall Design】Cat water dispenser design of flowers. Cat fountain features 3 different water flow settings, running water attracts your pet's attention, let your cat fall in love with drinking water. The circulation system provide healthy and hygienic water for beloved pets all day.
 【Ultra-quiet Water Pump】Easterville cat water bowls fountain equipped with a ultra-quiet and low consumption pump. Low decibel (measured below 35dB) and low power consumption, even if it runs at night, it will not affect your sleep. Better quality, long service life.
 【Quadruple filtration system】Our cat feeding &amp; watering supplies recirculation filtration system uses filters composed of activated carbon, ion exchange resin and microporous filter cotton. The cat water fountain and food bowl removeimpurities such as hair, dirt, and food particles and provide your pet with pure drinking water.
 【Easy to Set Up and Clean】Water Fountain for Cats Inside is ergonomic which is easy to assemble. For your pet's health, we recommend changing filters and cleaning the water pump and fountain every 2-4 weeks. It includes 1 flower waterfall, 3 filters,1 cleaning brush, a small energy-efficient pump and a manual.",""
"Zima-pet care","Alpha Cat Dry Food Kitten 1Kg","Kitten","",""
"Zima-pet care","Baby Nursing Bottle","Pharmacy For Dogs","pet Bottle for puppies and kittens",""
